species	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Bromus_secalinus	lpBroSeca1	2	31	92.6742	96.3065	3.69345	7.3258	NA	5143385957	3913718929	4003626999	1171915406	1198837281	51.1388	82.4612	0.233761	0.233761
Bromus_sterilis	lpBroSter1	2	31	99.9178	99.9747	0.0253109	0.0822115	NA	2809070900	1886924940	1894449982	916566932	920222194	67.4573	98.3627	0.12194	0.12194
Butomus_umbellatus	laButUmbe1	2	31	97.3063	97.5146	2.48544	2.69373	NA	3768465506	2388354020	2438042955	1341709570	1369623405	62.1453	93.3026	0.375101	0.375101
Calla_palustris	laCalPalu1	2	31	82.2028	100	0	17.7972	NA	3609	1829	2114	1536	1776	52.1933	69.4794	14.3119	14.3119
Carex_acutiformis	lpCarAcui1	2	31	98.7848	98.8136	1.18635	1.2152	NA	418827139	161805489	162314799	256364554	257171505	82.053	98.0151	0.153796	0.153796
Carex_arenaria	lpCarAren1	2	31	99.5508	99.5731	0.426868	0.449244	NA	374562064	129404684	129670186	244773919	245276126	80.6026	93.6281	0.164247	0.164247
Carex_bigelowii	lpCarBige1	2	31	97.7949	97.8443	2.15571	2.20507	NA	406159031	203084578	204693632	201478087	203074413	76.3986	96.5671	0.191345	0.191345
Carex_bigelowii	lpCarBige2	2	31	97.8978	97.9422	2.05785	2.10223	NA	363433603	151696287	152679171	210567500	211931827	78.6228	96.4233	0.221927	0.221927
Carex_buxbaumii	lpCarBuxb1	4	31	NA	NA	NA	NA	NA	342737549	107362915	107669258	234887052	235557264	86.979	96.5715	0.132599	0.132599
Carex_canescens	lpCarCane1	2	31	99.8456	99.9618	0.0382268	0.154377	NA	404792612	155311438	155874905	248749539	249651997	81.8664	98.1638	0.0904509	0.0904509
Carex_capillaris	lpCarCapi1	2	31	54.4273	100	0	45.5727	NA	263940009	128929208	129188588	134745837	135016918	77.3448	87.9882	0.267304	0.267304
Carex_capillaris	lpCarCapi2	2	31	96.1671	97.3221	2.6779	3.83286	NA	11529106	9696189	10328738	1479886	1576429	35.1299	83.4839	3.28524	3.28524
Carex_caryophyllea	lpCarCary1	2	31	98.4645	98.5204	1.47964	1.53555	NA	541758479	273508895	275141234	266642531	268233890	72.5384	98.0332	0.1956	0.1956
Carex_depauperata	lpCarDepa1	2	31	99.8172	99.8698	0.13024	0.182819	NA	723708176	313275678	314221959	409342773	410579234	62.5133	97.6889	0.251693	0.251693
Carex_distans	lpCarDist1	2	31	99.2104	99.2362	0.763753	0.789626	NA	355719972	115274254	115663132	239847724	240656851	80.8547	96.4656	0.104372	0.104372
Carex_disticha	lpCarDisi1	2	31	99.004	99.0452	0.95476	0.99597	NA	334039229	95255752	95808679	237819581	239200042	80.7167	91.8275	0.378968	0.378968
Carex_divulsa	lpCarDivu1	2	31	99.9337	99.9526	0.0473871	0.0662589	NA	449420654	170556745	170827964	278507142	278950024	81.6469	97.2149	0.117912	0.117912
Carex_echinata	lpCarEchi1	2	31	74.1626	100	0	25.8374	NA	142759369	65948289	68271957	74381639	77002453	59.4867	79.3384	0.847018	0.847018
Carex_echinata	lpCarEchi2	2	31	99.8281	99.8507	0.149267	0.171897	NA	375102507	115254867	115488480	259468256	259994179	82.3465	96.5639	0.121456	0.121456
Carex_elata	lpCarElat1	2	31	97.853	97.8934	2.10663	2.14703	NA	378128433	150504131	151114884	226860171	227780781	81.5044	95.1777	0.163748	0.163748
Carex_extensa	lpCarExte1	2	31	99.8443	99.8675	0.132493	0.155682	NA	356109868	100259731	100431932	255544843	255983755	86.9328	98.666	0.282156	0.282156
Carex_hirta	lpCarHirt1	2	31	99.0329	99.0599	0.940052	0.96706	NA	370440736	146555202	146891021	223462088	223974132	86.1614	90.4003	0.131023	0.131023
Carex_lachenalii	lpCarLach1	2	31	97.989	98.2767	1.72335	2.01101	NA	19590242	14594773	15732039	4287382	4621467	39.0303	90.3595	3.12308	3.12308
Carex_lachenalii	lpCarLach2	2	31	99.9008	99.9364	0.0636368	0.099214	NA	400194173	155654153	155976815	244126089	244632147	79.5671	97.2263	0.0804561	0.0804561
Carex_laevigata	lpCarLaev1	2	31	99.5673	99.5956	0.404411	0.432672	NA	433962511	179099125	179650260	254197726	254979960	81.0837	92.0361	0.160592	0.160592
Carex_lepidocarpa	lpCarLepi1	2	31	99.5331	99.5595	0.440459	0.466874	NA	340887416	115387813	115664324	225092135	225631537	79.8828	95.8033	0.217804	0.217804
Carex_leporina	lpCarLepo1	2	31	99.7902	99.8104	0.189551	0.209752	NA	310022267	89347931	89522335	220372350	220802508	84.5883	94.2445	0.202096	0.202096
Carex_montana	lpCarMont1	2	31	98.3253	98.3449	1.6551	1.6747	NA	353881116	122139641	122381317	231392057	231849908	85.3247	97.1202	0.224061	0.224061
Carex_nigra	lpCarNigr1	2	31	98.3735	98.5265	1.47353	1.62646	NA	13626661	9258521	9452973	4227987	4316785	39.5958	92.5772	4.18614	4.18614
Carex_nigra	lpCarNigr3	2	31	97.8339	97.874	2.12604	2.16607	NA	444467008	205099234	206021557	238372873	239444826	78.2915	97.3587	0.229846	0.229846
Carex_otrubae	lpCarOtru1	2	31	99.551	99.5733	0.426732	0.448994	NA	421366868	141137606	141379409	279868927	280348411	82.3896	96.0187	0.20684	0.20684
Carex_pallescens	lpCarPall1	2	31	99.6987	99.7311	0.268886	0.301251	NA	423075367	147989665	148315168	274621447	275225475	78.7407	93.8094	0.175573	0.175573
Carex_panicea	lpCarPani1	2	31	97.9384	98.0185	1.98155	2.06163	NA	580548960	318405075	324184096	256969349	261633317	67.5611	96.6637	0.180519	0.180519
Carex_paniculata	lpCarPanc1	2	31	99.3335	99.3774	0.622602	0.666496	NA	487013486	230584789	231547155	255416624	256482628	76.7909	91.5484	0.546214	0.546214
Carex_pendula	lpCarPend1	2	31	99.8595	99.876	0.124002	0.140535	NA	412325351	152019976	152274480	259960804	260396018	67.4624	96.5158	0.126405	0.126405
Carex_pulicaris	lpCarPuli1	2	31	99.7694	99.8057	0.194281	0.230587	NA	309560656	87282656	87606530	221705789	222528459	78.9253	91.7206	0.24512	0.24512
Carex_remota	lpCarRemo1	2	31	99.7793	99.8244	0.175598	0.220682	NA	405191802	144173542	144411012	260685110	261114488	80.025	94.1867	0.173884	0.173884
Carex_riparia	lpCarRipa1	2	31	98.4443	98.4805	1.51955	1.55569	NA	431605868	166323291	166993584	264416369	265481983	82.5244	98.1075	0.0897688	0.0897688
Carex_rostrata	lpCarRost1	2	31	98.6424	98.6662	1.33377	1.35756	NA	403476534	162060803	162466959	240911399	241515171	81.3901	95.9393	0.225982	0.225982
Carex_rupestris	lpCarRupe1	2	31	98.7248	98.7518	1.24821	1.27518	NA	358818830	129286121	129679504	228988470	229685221	83.4914	97.9407	0.0858045	0.0858045
Carex_spicata	lpCarSpic1	2	31	99.8384	99.8994	0.100617	0.161626	NA	421185910	142953679	143396276	277582229	278441647	80.6816	98.411	0.0948512	0.0948512
Carex_strigosa	lpCarStri1	2	31	99.847	99.8708	0.129157	0.153006	NA	371331918	114802334	115002529	256206378	256653158	83.3788	95.9923	0.12829	0.12829
Carex_sylvatica	lpCarSylv1	2	31	99.7291	99.8246	0.175391	0.27086	NA	432804406	167464758	168307371	264256254	265585881	77.3907	98.2826	0.147288	0.147288
Carex_viridula	lpCarViri1	2	31	99.7324	99.7586	0.241427	0.267627	NA	382796055	141507707	141840113	240839801	241405541	79.6464	96.2635	0.107016	0.107016
Cephalanthera_damasonium	lsCepDama1	2	31	94.0027	96.595	3.40497	5.99731	NA	5058783975	4036321829	4258240426	890642646	939610537	41.8725	72.0441	0.817455	0.817455
Cephalanthera_damasonium	lsCepDama2	2	31	96.8804	97.7047	2.29525	3.11963	NA	89297074	75061087	79785413	11592217	12321829	45.1739	84.3807	2.96575	2.96575
Cephalanthera_longifolia	lsCepLong2	2	31	98.7745	98.9647	1.03529	1.22548	NA	344020	122086	124284	218892	222833	72.667	76.6262	6.28834	6.28834
Cephalanthera_longifolia	lsCepLong3	2	31	95.3761	96.8028	3.19716	4.62387	NA	2829195804	2378611413	2504758252	379341167	399459076	40.0668	81.8213	1.39035	1.39035
Cladium_mariscus	lpClaMari1	2	31	99.6758	99.7223	0.277707	0.324182	NA	269970577	87613237	87812932	182050371	182465314	80.4659	81.4199	0.159091	0.159091
Colchicum_autumnale	llColAutu1	2	31	96.5285	97.5788	2.42122	3.47152	NA	46185296	40317598	43403498	4225858	4549304	38.0461	81.7102	3.19421	3.19421
Convallaria_majalis	lsConMaja1	2	31	98.2939	98.3757	1.62432	1.70605	NA	16934802206 bp 	11039783552 bp 11215748080 bp 		5762173103	5854017120	61.9435	96.9506	0.068381	0.068381
Corynephorus_canescens	lpCorCane1	2	31	98.6136	98.6704	1.32963	1.38637	NA	1190013512	738368455	744444068	446789043	450465416	68.8784	98.4442	0.0600685	0.0600685
Crocosmia_x_crocosmiiflora	lsCroCroc1	2	31	93.941	95.1646	4.83543	6.05901	NA	605484778	348622386	354239013	252062268	256123223	71.8903	94.8673	0.468537	0.468537
Crocus_tommasinianus	lsCroTomm1	2	31	98.1909	98.3353	1.66472	1.80907	NA	2284744935	1590010161	1617150823	675562324	687093828	69.901	97.5227	0.0771939	0.0771939
Cynosurus_cristatus	lpCynCris1	2	31	98.6766	98.7471	1.25289	1.32336	NA	2705470482	1999638845	2026036443	688206603	697291744	65.1769	93.2589	0.19937	0.19937
Cyperus_fuscus	lpCypFusc1	2	31	99.889	99.9351	0.0649089	0.110998	NA	257345939	86401691	86584180	170673051	171033529	81.738	82.0182	0.157739	0.157739
Dactylis_glomerata	lpDacGlom1	2	31	97.4518	97.6595	2.3405	2.5482	NA	1824826029	1344865411	1416085599	434071990	457059188	60.8207	94.4265	0.438346	0.438346
Dactylorhiza_fuchsii	lsDacFuch1	2	31	99.6872	100	0	0.312844	NA	4927983354	4035117218	4230862644	778866903	816650101	62.793	94.2099	0.092717	0.092717
Dactylorhiza_incarnata	lsDacInca1	2	31	96.9444	97.6817	2.31831	3.05558	NA	49670293	41131282	43794779	7028595	7483738	48.1123	90.1134	2.73141	2.73141
Dactylorhiza_maculata	lsDacMacu1	4	31	NA	NA	NA	NA	NA	2907964779	1696720434	1893230652	1060326444	1183130988	70.8219	94.915	0.0966241	0.0966241
Dactylorhiza_purpurella	lsDacPurp1	2	31	90.9853	97.4687	2.53129	9.01468	NA	1770506313	1297154978	1348614889	439572197	457010627	48.6911	83.3443	0.661476	0.661476
Dactylorhiza_viridis	lsDacViri1	2	31	96.6255	97.521	2.47897	3.37452	NA	105851343	87779385	93809210	14670026	15677754	43.6406	86.2413	2.67842	2.67842
Damasonium_alisma	laDamAlis1	2	31	89.768	97.8541	2.14594	10.232	NA	7003244069	4740197031	4895879389	2151700182	2222368501	49.4996	72.439	0.769271	0.769271
Danthonia_decumbens	lpDanDecu1	2	31	86.9551	98.4985	1.50151	13.0449	NA	948839995	538883276	540216573	408785813	409797225	50.7239	87.178	0.1383	0.1383
Deschampsia_cespitosa	lpDesCesp1	2	31	97.6029	97.6681	2.33192	2.39708	NA	3890250392	2807068419	2816762851	1076487450	1080205185	72.7849	92.638	0.108313	0.108313
Digitaria_sanguinalis	lpDigSang1	6	31	NA	NA	NA	NA	NA	311856276	186954798	187282847	124628351	124847036	86.1196	90.8864	0.102129	0.102129
Dioscorea_communis	ldDioComm4	2	31	98.6688	98.8123	1.18772	1.33115	NA	569669169	348279314	353507621	217177209	220437434	68.3759	98.1297	0.293212	0.293212
Dracunculus_vulgaris	laDraVulg1	2	31	91.2742	97.3115	2.68851	8.72575	NA	2209715661	1666673279	1716148568	511190151	526364859	47.4875	81.5952	0.473768	0.473768
Eleocharis_palustris	lpElePalu1	2	31	97.4694	97.6084	2.39159	2.53062	NA	2257722577	1445212237	1493129505	776283108	802021449	66.4827	93.5374	0.270131	0.270131
Eleocharis_parvula	lpEleParv1	2	31	98.2639	98.4285	1.57149	1.73607	NA	1151227052	447500653	449788822	700798133	704381467	80.4736	98.7216	0.170383	0.170383
Eleocharis_quinqueflora	lpEleQuin1	2	31	99.6911	99.7647	0.235261	0.308853	NA	539801628	198512204	199634366	339772288	341692973	80.92	98.1605	0.186713	0.186713
Elodea_nuttallii	laEloNutt1	4	31	NA	NA	NA	NA	NA	1675930813	847337868	853982997	822072454	828519443	80.1053	96.5707	0.291178	0.291178
Epipactis_palustris	lsEpiPalu1	2	31	95.7051	96.8842	3.11584	4.2949	NA	1766223190	1502973467	1582233720	219011222	230560917	39.6092	81.9155	1.69538	1.69538
Epipactis_purpurata	lsEpiPurp1	2	31	95.6966	96.8582	3.14185	4.30338	NA	1859234653	1579008074	1661909759	233854120	246132018	40.8118	82.7019	1.38072	1.38072
Eriocaulon_aquaticum	lpEriAqua1	4	31	NA	NA	NA	NA	NA	1186831034	792541143	828258172	368699997	385316003	67.3014	92.9398	0.143497	0.143497
Eriophorum_angustifolium	lpEriAngu1	2	31	98.6497	98.6909	1.30911	1.35026	NA	465524352	242641411	243554310	222010494	222845773	74.364	92.3737	0.109647	0.109647
Eriophorum_vaginatum	lpEriVagi1	2	31	98.5335	98.5715	1.42854	1.46654	NA	342248673	152101874	153096201	189035383	190271154	80.5902	97.5131	0.134665	0.134665
Festuca_arundinacea	lpFesArun1	4	31	NA	NA	NA	NA	NA	3464068599	2615425132	2670056715	813204603	830191003	61.6963	84.6452	0.151439	0.151439
Festuca_gigantea	lpFesGiga1	2	31	95.5222	96.8082	3.19176	4.47781	NA	1076536508	917760323	966587262	131585685	138586343	40.4086	84.6618	1.10185	1.10185
Festuca_heterophylla	lpFesHete1	2	31	99.2293	100	0	0.770739	NA	4493889692	3234146832	3375894435	1165397775	1216475339	51.7441	78.1704	0.267789	0.267789
Festuca_ovina	lpFesOvin2	5	31	NA	NA	NA	NA	NA	1623392120	1057567346	1072635715	554422081	562321565	73.3891	92.6305	0.111533	0.111533
Festuca_rubra	lpFesRubr2	2	31	97.1503	97.34	2.66001	2.84974	NA	5948904306	4356312780	4458606567	1524348687	1560143040	63.7463	95.4545	0.219712	0.219712
Festuca_vivipara	lpFesVivi1	4	31	NA	NA	NA	NA	NA	2606305401	1348807711	3032207253	534022519	1200517275	69.2557	87.2136	0.110467	0.110467
Fritillaria_meleagris	llFriMele1	2	31	99.0921	100	0	0.907894	NA	48186323193 bp 	27040495106 bp 28313133892 bp 		20062871604 bp 21007114246 bp 		59.6402	76.4253	0.344677	0.344677
Gagea_bohemica	llGagBohe3	2	31	92.5063	96.9154	3.08463	7.49373	NA	1252258193	915355615	963793435	305434914	321597595	52.0923	85.2101	1.53442	1.53442
Gagea_lutea	llGagLute1	2	31	93.5137	97.1813	2.81873	6.48632	NA	3923855236	3009910235	3182526138	807532707	853844051	52.7659	88.3289	0.629683	0.629683
Galanthus_nivalis	lsGalNiva1	2	31	96.6526	97.5373	2.46275	3.34744	NA	1195766326	1052578603	1126460356	103974043	111272106	42.6298	86.1959	1.71577	1.71577
Glyceria_fluitans	lpGlyFlui1	4	31	NA	NA	NA	NA	NA	552572653	318619892	319277416	233383774	233865399	79.842	93.1726	0.131491	0.131491
Glyceria_maxima	lpGlyMaxi1	2	31	98.1472	98.3093	1.69067	1.85275	NA	5965699931	4989149944	5108428434	906902375	928584214	58.5424	87.8262	0.0977451	0.0977451
Groenlandia_densa	laGroDens1	2	31	99.1515	99.202	0.797987	0.848465	NA	294191357	90131324	90779484	203009778	204469680	88.5911	93.965	1.89294	1.89294
Helictochloa_pratensis	lpHelPran1	6	31	NA	NA	NA	NA	NA	5078983547	648441726	Inf	36750426	Inf	65.2243	35.1836	0.0482027	0.0482027
Hierochloe_odorata	lpHieOdor1	2	31	99.2056	99.2387	0.761315	0.794417	NA	3666538175	2198682786	2205825851	1461918764	1466668236	74.5563	95.1583	0.103045	0.103045
Holcus_lanatus	lpHolLana1	2	31	98.8252	98.8623	1.13772	1.17476	NA	1407824246	922515830	925897828	482737258	484507001	73.3515	95.8235	0.0905297	0.0905297
Holcus_mollis	lpHolMoll1	2	31	97.8577	98.0031	1.99689	2.14229	NA	2993657253	2058492307	2106155153	901291320	922160045	62.3763	92.2027	0.214639	0.214639
Hordeum_murinum	lpHorMuri1	2	31	95.9875	96.9863	3.01366	4.01253	NA	814032179	687273736	724804835	105682754	111453948	39.5154	83.2724	1.87866	1.87866
Hordeum_vulgare	lpHorVulg1	2	31	99.8434	100	0	0.156587	NA	4541002353	2971693172	2996168964	1550761391	1563533945	66.9016	98.2673	0.0533589	0.0533589
Hyacinthoides_hispanica	lsHyaHisp1	2	31	96.5864	97.4207	2.57928	3.41358	NA	1237249914	1073911876	1144118019	125377556	133574015	43.5878	86.1633	1.59858	1.59858
Hyacinthoides_non_scripta	lsHyaNons1	2	31	96.5847	97.417	2.58302	3.41533	NA	1027108683	890761571	949177962	104740825	111609757	43.5732	85.9601	1.63786	1.63786
Hyacinthoides_non_scripta	lsHyaNons2	2	31	96.1882	97.1146	2.88539	3.81178	NA	3622773859	3115516357	3298056923	407001016	430847528	39.6345	84.9244	1.14413	1.14413
Iris_foetidissima	lsIriFoet1	2	31	99.7663	99.8055	0.194476	0.233741	NA	7148443110	4954577917	4971034670	2182032630	2189280305	69.2672	95.2611	0.0726042	0.0726042
Iris_pseudacorus	lsIriPseu10	2	31	99.0272	99.1343	0.865704	0.972821	NA	5144852852	3408015656	3435114441	1716543947	1730193021	64.6999	97.1326	0.152245	0.152245
Iris_pseudacorus	lsIriPseu5	2	31	97.2711	97.69	2.30998	2.72894	NA	14595573	10898266	11542363	3290070	3484516	39.5054	88.6191	3.51981	3.51981
Isolepis_cernua	lpIsoCern1	2	31	99.5647	99.612	0.387987	0.435254	NA	563869067	228466822	229735779	333844966	335699217	75.9488	90.9607	0.164717	0.164717
Juncus_articulatus	lpJunArti1	4	31	NA	NA	NA	NA	NA	788497295	470794625	472394382	316367552	317442567	71.28	88.1726	0.0998239	0.0998239
Juncus_bufonius	lpJunBufo1	2	31	99.7606	100	0	0.239387	NA	827566676	458323364	461769340	366155434	368908430	72.0602	96.2442	0.12828	0.12828
Juncus_conglomeratus	lpJunCong1	2	31	99.7957	99.8317	0.168259	0.204291	NA	254557573	106004484	106483287	147980779	148649181	85.7126	92.0944	0.108253	0.108253
Juncus_effusus	lpJunEffu1	2	31	34.905	100	0	65.095	NA	126789514	47034691	47112552	79650052	79781906	70.8666	91.1218	0.23273	0.23273
Juncus_gerardii	lpJunGera1	4	31	NA	NA	NA	NA	NA	246440395	95725732	96176774	150136796	150844212	87.655	96.6458	0.213412	0.213412
Juncus_inflexus	lpJunInfl1	2	31	99.7648	99.7953	0.204697	0.235192	NA	325495678	146006966	146413313	179037031	179535303	80.0042	90.0684	0.142174	0.142174
Juncus_squarrosus	lpJunSqua1	2	31	0	100	0	100	NA	154441082	59456822	59592663	94808237	95024845	83.3193	87.7567	0.241361	0.241361
Koeleria_macrantha	lpKoeMacr1	2	31	90.6437	98.6305	1.36952	9.35628	NA	1100331899	777182194	816614436	296583585	311631480	54.0749	85.928	0.660679	0.660679
Leersia_oryzoides	lpLeeOryz1	2	31	99.9353	99.9568	0.0431698	0.0646898	NA	774529581	296496392	296941475	477452720	478169445	83.1384	92.7839	0.0928639	0.0928639
Lemna_japonica	laLemJapo1	2	31	98.4037	98.4284	1.57157	1.59632	NA	208288627	59776079	60056345	148026536	148720572	88.7219	95.8286	1.23407	1.23407
Lemna_minuta	laLemMinu1	2	31	97.566	97.6178	2.38217	2.43404	NA	253832014	84757602	85512736	167953659	169450016	80.6746	96.1195	1.60485	1.60485
Lemna_trisulca	laLemTris1	2	31	98.7038	98.7572	1.24284	1.29625	NA	519924337	381159538	385110855	136097533	137508398	84.1972	95.0578	0.835476	0.835476
Leucojum_aestivum	lsLeuAest1	2	31	96.6906	97.616	2.38405	3.30936	NA	914387015	806991914	866645152	75925389	81537831	41.3036	86.5748	1.55065	1.55065
Leymus_arenarius	lpLeyAren1	2	31	99.6089	99.7278	0.272157	0.391103	NA	17930851827 bp 	12787216053 bp 12869916329 bp 		5086025205	5118918658	62.8986	96.9922	0.0926651	0.0926651
Lilium_martagon	llLilMart1	2	31	96.1478	97.0501	2.94988	3.85216	NA	739207129	595238630	629230345	124002109	131083377	47.9598	85.9766	4.19634	4.19634
Lolium_perenne	lpLolPere1	2	31	98.1966	98.3116	1.68845	1.8034	NA	2646330270	2021095406	2076751127	589774809	606015677	62.808	93.0393	0.225132	0.225132
Luronium_natans	laLurNata1	2	31	96.4636	97.2364	2.76363	3.53643	NA	224955138	182675743	193299052	36097864	38197096	47.6641	86.5259	4.67482	4.67482
Luzula_campestris	lpLuzCamp1	2	31	99.0144	99.061	0.939002	0.985582	NA	465515866	283769295	286200548	179769309	181309521	78.9401	95.4346	0.64733	0.64733
Luzula_pallescens	lpLuzPall1	2	31	99.904	99.946	0.0539591	0.0959899	NA	370558282	197826521	198362154	172231455	172697787	80.7062	98.6288	0.0869755	0.0869755
Luzula_spicata	lpLuzSpic1	2	31	99.5871	100	0	0.412889	NA	459710555	278997192	281522916	178651183	180268488	69.5605	97.1877	0.131276	0.131276
Luzula_sylvatica	lpLuzSylv11	2	31	98.9169	98.9838	1.01616	1.08313	NA	511876018	323353377	325487790	186844307	188077641	72.3597	97.863	0.115607	0.115607
Luzula_sylvatica	lpLuzSylv1	2	31	99.0043	99.0787	0.921265	0.995662	NA	458868954	265928817	266978674	192037918	192796062	55.7787	97.9489	0.149482	0.149482
Melica_uniflora	lpMelUnif1	2	31	99.9543	99.9839	0.0161418	0.0456634	NA	2254545404	1147711069	1150262159	1104334232	1106788905	77.9578	98.0333	0.0903738	0.0903738
Milium_effusum	lpMilEffu1	4	31	NA	NA	NA	NA	NA	1993870673	1365235268	1373076034	622942540	626520199	68.5248	89.7305	0.0749187	0.0749187
Molinia_caerulea	lpMolCaer1	2	31	97.9826	98.0314	1.96859	2.01736	NA	1426549315	758179533	762208753	664599240	668131143	74.5495	96.9353	0.103705	0.103705
Narcissus_pseudonarcissus	lsNarPseu1	2	31	98.968	100	0	1.03196	NA	10555023659 bp 	8242965220	8855361050	1947090120	2091745573	44.1681	77.1269	0.148725	0.148725
Nardus_stricta	lpNarStri1	2	31	98.8706	98.9814	1.01857	1.12943	NA	1190850981	655339103	669949533	522526687	534176136	72.4383	86.9813	0.264607	0.264607
Narthecium_ossifragum	ldNarOssi1	2	31	99.378	99.4169	0.58306	0.621956	NA	346477857	157414613	158258038	188139979	189148031	76.3451	91.1214	0.229465	0.229465
Neottia_ovata	lsNeoOvat1	2	31	96.6142	97.514	2.48601	3.38582	NA	74129733	62362508	66827826	9290616	9955848	42.6657	86.4666	3.04225	3.04225
Ophrys_apifera	lsOphApif1	2	31	94.9619	96.676	3.32404	5.03807	NA	443488443	358397721	376583425	74382405	78156693	41.6906	81.8124	2.77936	2.77936
Oreojuncus_trifidus	lpOreTrif1	2	31	99.6523	99.6803	0.319651	0.347689	NA	216400327	76235378	76462947	139842924	140260366	81.3003	94.0718	0.350146	0.350146
Ornithogalum_umbellatum	lsOrnUmbe1	2	31	96.5639	97.4574	2.5426	3.43606	NA	1101374455	972538919	1040365321	92933597	99414933	40.3669	86.035	1.41268	1.41268
Orontium_aquaticum	laOroAqua1	2	31	96.6568	97.5011	2.49891	3.34324	NA	328199684	276136689	295077075	41529766	44378319	43.9872	86.9203	2.5255	2.5255
Paris_quadrifolia	llParQuad1	2	31	99.3874	100	0	0.61263	NA	50568573112 bp 	29598071079 bp 30846269819 bp 		19947369745 bp 20788582732 bp 		65.2716	92.4436	0.0955281	0.0955281
Phalaris_arundinacea	lpPhaArun1	6	31	NA	NA	NA	NA	NA	1435960567	899997954	903583789	533113338	535237405	78.03	90.8759	0.13413	0.13413
Phleum_alpinum	lpPhlAlpi1	4	31	NA	NA	NA	NA	NA	661527867	528063591	529803723	132377887	132814113	75.4444	90.6381	0.102624	0.102624
Phleum_pratense	lpPhlPrat1	6	31	NA	NA	NA	NA	NA	479843488	285160383	285887138	194073198	194567810	81.8956	89.203	0.135762	0.135762
