species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Paulownia tomentosa	daPauTome1.hap2.1	Chromosome	513677381	513671081	daPauTome1	2	31	99.7159	99.7338	0.266152	0.284136	559953912	560804058	218781608	219113771	341172304	341690287	85.2357	94.3438	0.0759572	0.0759572
Pentaglottis sempervirens	daPenSemp1.hap1.1	Chromosome	850059384	850042184	daPenSemp1	2	31	99.585	99.609	0.390998	0.415007	935213296	937425402	541422054	542702707	393791241	394722695	81.2147	96.0526	0.0804431	0.0804431
Pentaglottis sempervirens	daPenSemp1.hap2.1	Scaffold	955528988	955510188	daPenSemp1	2	31	99.585	99.609	0.390998	0.415007	935213296	937425402	541422054	542702707	393791241	394722695	81.2147	96.0526	0.0804431	0.0804431
Persicaria amphibia	dcPerAmph1.hap1.1	Chromosome	1825681986	1825517386	dcPerAmph1	2	31	98.7434	98.7686	1.23144	1.25663	1883954243	1888475186	833368885	835368727	1050585359	1053106458	82.7407	96.5887	0.106959	0.106959
Persicaria amphibia	dcPerAmph1.hap2.1	Scaffold	1833100503	1832933503	dcPerAmph1	2	31	98.7434	98.7686	1.23144	1.25663	1883954243	1888475186	833368885	835368727	1050585359	1053106458	82.7407	96.5887	0.106959	0.106959
Persicaria maculosa	dcPerMacu1.1 alternate haplotype	Contig	72789535	72789535	dcPerMacu1	4	31					768317942	770384694	358661495	359626284	409656447	410758411	75.5991	88.2639	0.108725	0.108725
Persicaria maculosa	dcPerMacu1.1	Chromosome	1505165586	1505156386	dcPerMacu1	4	31					768317942	770384694	358661495	359626284	409656447	410758411	75.5991	88.2639	0.108725	0.108725
Persicaria nepalensis	dcPerNepa1.hap1.1	Chromosome	1630365888	1630086888	dcPerNepa1	2	31	91.8527	95.8229	4.17712	8.14732	853104406	858144603	515447974	518493275	337656432	339651328	67.1932	89.4355	0.10271	0.10271
Persicaria nepalensis	dcPerNepa1.hap2.1	Scaffold	1651408713	1651112713	dcPerNepa1	2	31	91.8527	95.8229	4.17712	8.14732	853104406	858144603	515447974	518493275	337656432	339651328	67.1932	89.4355	0.10271	0.10271
Petasites albus	daPetAlbu1.hap1.1	Chromosome	2845887869	2845760469	daPetAlbu1	2	31	98.9768	99.0273	0.972699	1.02319	2888818657	2902889811	1991622044	2001323041	897196613	901566770	67.7145	97.3036	0.108717	0.108717
Petasites albus	daPetAlbu1.hap2.1	Scaffold	2738219342	2738095342	daPetAlbu1	2	31	98.9768	99.0273	0.972699	1.02319	2888818657	2902889811	1991622044	2001323041	897196613	901566770	67.7145	97.3036	0.108717	0.108717
Petasites hybridus	daPetHybr1.hap1.1	Chromosome	2802873612	2802630412	daPetHybr1	2	31	98.858	98.8972	1.10278	1.14204	2834407450	2846125688	1906093299	1913973625	928314151	932152063	70.2231	96.3487	0.0795466	0.0795466
Petasites hybridus	daPetHybr1.hap2.1	Scaffold	2756822042	2756604842	daPetHybr1	2	31	98.858	98.8972	1.10278	1.14204	2834407450	2846125688	1906093299	1913973625	928314151	932152063	70.2231	96.3487	0.0795466	0.0795466
Phleum pratense	lpPhlPrat1.hap2.1	Scaffold	1391931283	1391854083	lpPhlPrat1	6	31					479247765	480440773	285167338	285877215	194080427	194563558	81.8965	89.204	0.135762	0.135762
Phleum pratense	lpPhlPrat1.hap1.1	Chromosome	1461468105	1461393505	lpPhlPrat1	6	31					479247765	480440773	285167338	285877215	194080427	194563558	81.8965	89.204	0.135762	0.135762
Phragmites australis	lpPhrAust1.1	Chromosome	848669966	848658340	lpPhrAust1	2	31	98.5994	98.7061	1.29392	1.40057	887267652	889892890	260498115	261268874	626769536	628624015	85.658	98.2373	0.161002	0.161002
Phragmites australis	lpPhrAust1.1 alternate haplotype	Scaffold	809113579	809113553	lpPhrAust1	2	31	98.5994	98.7061	1.29392	1.40057	887267652	889892890	260498115	261268874	626769536	628624015	85.658	98.2373	0.161002	0.161002
Plagiothecium denticulatum	cbPlaDent2.1	Chromosome	405784620	405644820	cbPlaDent2	1	31					377262350	378227641	107197291	107471574	270065059	270756067	86.7437	91.3497	0.544966	0.544966
Platanus x hispanica	drPlaXhis1.hap1.1	Chromosome	1750471053	1750466653	drPlaXhis1	2	31	99.964	100	0	0.035973	3562454532	3573896372	2238142728	2245331162	1324311805	1328565210	82.4157	96.8545	0.0971946	0.0971946
Platanus x hispanica	drPlaXhis1.hap2.1	Scaffold	1765031450	1765027250	drPlaXhis1	2	31	99.964	100	0	0.035973	3562454532	3573896372	2238142728	2245331162	1324311805	1328565210	82.4157	96.8545	0.0971946	0.0971946
Platyhypnum duriusculum	cbHygDuri1.1	Chromosome	333279526	333233126																	
Plenogemma phyllantha	cbUloPhyl1.1	Chromosome	263689181	263650022																	
Pleurozia purpurea	cjPlePurp2.1	Chromosome	1095082609	1095066709	cjPlePurp2	2	31	99.6563	99.7301	0.269895	0.343679	1151162346	1155299297	634601577	636882155	516560769	518417142	73.4477	95.911	0.902332	0.902332
Poa chaixii	lpPoaChai1.hap2.1	Scaffold	1442224531	1442107131	lpPoaChai1	2	31	98.5652	98.6552	1.34478	1.43477	1516769725	1532015411	1058371035	1069009164	458398690	463006247	64.5211	97.2223	0.0828716	0.0828716
Poa chaixii	lpPoaChai1.hap1.1	Chromosome	1422738331	1422612531	lpPoaChai1	2	31	98.5652	98.6552	1.34478	1.43477	1516769725	1532015411	1058371035	1069009164	458398690	463006247	64.5211	97.2223	0.0828716	0.0828716
Pogonatum aloides	cbPogAloi2.1	Chromosome	487305518	487220118	cbPogAloi2	2	31	99.8253	99.8556	0.144414	0.17472	501732638	503041686	170939727	171385718	330792911	331655967	78.9036	93.4259	0.398357	0.398357
Pohlia annotina	cbPohAnno2.1	Chromosome	319874016	319798216	cbPohAnno2	1	31					326114044	328804625	73869905	74479364	252244139	254325262	80.8314	87.113	0.66982	0.66982
Pohlia nutans	cbPohNuta1.1	Chromosome	702309451	702124690	cbPohNuta1	2	31	99.6025	99.6448	0.355218	0.39749	681486330	684931678	298185129	299692645	383301201	385239033	76.3264	90.4636	0.187698	0.187698
Pohlia wahlenbergii	cbPohWahl2.1	Chromosome	364758220	364619543	cbPohWahl2	2	31	99.5831	99.6168	0.383214	0.416869	317670455	318893802	96945521	97318858	220724934	221574945	81.2964	89.2596	0.263081	0.263081
Polycarpon tetraphyllum	dcPolTetr1.hap1.1	Chromosome	1264339786	1264230386	dcPolTetr1	2	31	99.9547	99.9859	0.01405	0.0452723	1328348955	1331450026	636398246	637883937	691950709	693566089	79.2551	96.3982	0.10863	0.10863
Polycarpon tetraphyllum	dcPolTetr1.hap2.1	Scaffold	1252445914	1252341914	dcPolTetr1	2	31	99.9547	99.9859	0.01405	0.0452723	1328348955	1331450026	636398246	637883937	691950709	693566089	79.2551	96.3982	0.10863	0.10863
Polygala serpyllifolia	drPolSerp1.hap1.1	Chromosome	341681360	341652160	drPolSerp1	2	31	99.9415	99.9714	0.0286421	0.0585322	370931913	371639461	175163983	175498106	195767930	196141354	78.9761	97.4714	0.282089	0.282089
Polygala serpyllifolia	drPolSerp1.hap2.1	Scaffold	338532958	338511358	drPolSerp1	2	31	99.9415	99.9714	0.0286421	0.0585322	370931913	371639461	175163983	175498106	195767930	196141354	78.9761	97.4714	0.282089	0.282089
Polygonum aviculare	dcPolAvic1.1 alternate haplotype	Scaffold	360390821	360384589	dcPolAvic1	2	31	94.6091	94.9227	5.07732	5.39094	381039452	381994836	190669067	191147133	190370385	190847702	76.4863	92.506	0.288826	0.288826
Polygonum aviculare	dcPolAvic1.1	Chromosome	351574766	351571568	dcPolAvic1	2	31	94.6091	94.9227	5.07732	5.39094	381039452	381994836	190669067	191147133	190370385	190847702	76.4863	92.506	0.288826	0.288826
Polygonum maritimum	dcPolMari1.1 alternate haplotype	Contig	20643716	20643716	dcPolMari1	2	31	67.4987	100	0	32.5013	242826643	243116811	118746732	118888629	124079911	124228181	88.0141	89.1522	0.0918803	0.0918803
Polygonum maritimum	dcPolMari1.1	Chromosome	428639199	428498199	dcPolMari1	2	31	67.4987	100	0	32.5013	242826643	243116811	118746732	118888629	124079911	124228181	88.0141	89.1522	0.0918803	0.0918803
Polypogon viridis	lpPolViri1.hap2.1	Scaffold	2840248297	2840234297	lpPolViri1	2	31	90.5003	96.206	3.79401	9.49969	1428648506	1431466924	834980542	836627780	593667964	594839144	77.6991	89.0459	0.108802	0.108802
Polypogon viridis	lpPolViri1.hap1.1	Chromosome	2853299628	2853284428	lpPolViri1	2	31	90.5003	96.206	3.79401	9.49969	1428648506	1431466924	834980542	836627780	593667964	594839144	77.6991	89.0459	0.108802	0.108802
Polytrichastrum sexangulare	cbPolSexa1.1	Chromosome	804093771	804031771	cbPolSexa1	2	31	94.9566	95.194	4.80599	5.04342	392903475	393992833	149229256	149643007	243674219	244349826	85.1965	92.4854	0.474491	0.474491
Polytrichastrum sexangulare	cbPolSexa1.2	Chromosome	804093771	804031771	cbPolSexa1	2	31	94.9566	95.194	4.80599	5.04342	392903475	393992833	149229256	149643007	243674219	244349826	85.1965	92.4854	0.474491	0.474491
Polytrichum commune	cbPolComm4.1	Chromosome	407864335	407849335	cbPolComm101	2	31	99.861	99.8844	0.11559	0.139002	411025597	411859683	108332615	108552452	302692982	303307231	84.2742	94.257	0.388664	0.388664
Polytrichum commune	cbPolComm4.1	Chromosome	407864335	407849335	cbPolComm4	2	31	26.5857	100	0	73.4143	187005147	188578678	55179023	55643320	131826124	132935358	77.1905	91.8304	0.767197	0.767197
Polytrichum commune	cbPolComm4.1	Chromosome	407864335	407849335	cbPolComm53	2	31	99.9201	99.937	0.0630179	0.0799145	416774338	417347370	111267434	111420418	305506904	305926952	86.6331	97.4962	0.228208	0.228208
Polytrichum commune	cbPolComm4.2	Chromosome	407864335	407849335	cbPolComm101	2	31	99.861	99.8844	0.11559	0.139002	411025597	411859683	108332615	108552452	302692982	303307231	84.2742	94.257	0.388664	0.388664
Polytrichum commune	cbPolComm4.2	Chromosome	407864335	407849335	cbPolComm4	2	31	26.5857	100	0	73.4143	187005147	188578678	55179023	55643320	131826124	132935358	77.1905	91.8304	0.767197	0.767197
Polytrichum commune	cbPolComm4.2	Chromosome	407864335	407849335	cbPolComm53	2	31	99.9201	99.937	0.0630179	0.0799145	416774338	417347370	111267434	111420418	305506904	305926952	86.6331	97.4962	0.228208	0.228208
Polytrichum formosum	cbPolForo1.1	Chromosome	488535633	488486633	cbPolForo1	1	31					479279780	479825534	183776602	183985868	295503178	295839666	85.7354	95.6213	0.356858	0.356858
Polytrichum formosum	cbPolForo1.2	Chromosome	487538104	487489104	cbPolForo1	1	31					479279780	479825534	183776602	183985868	295503178	295839666	85.7354	95.6213	0.356858	0.356858
Polytrichum juniperinum	cbPolJuni2.1	Chromosome	378001219	377964719	cbPolJuni2	1	31					406696281	407508103	128072669	128328320	278623611	279179782	88.2818	98.0982	0.310903	0.310903
Polytrichum piliferum	cbPolPili2.1	Chromosome	455533531	455497231	cbPolPili2	2	31	99.8319	99.85	0.150039	0.168081	427407732	428232278	124009762	124249000	303397969	303983279	87.592	96.0197	0.138601	0.138601
Polytrichum strictum	cbPolStri2.1	Chromosome	338311543	338248143	cbPolStri2	1	31					306189075	307091273	64159602	64348651	242029473	242742622	85.9854	93.0024	0.329777	0.329777
Populus nigra	ddPopNigr1.1 alternate haplotype	Contig	414514973	414514973	ddPopNigr1	2	31	98.9972	99.0067	0.993305	1.00285	479859002	480295051	165287102	165437299	314571900	314857752	90.8966	98.1435	0.151111	0.151111
Populus nigra	ddPopNigr1.1	Chromosome	413224811	413169411	ddPopNigr1	2	31	98.9972	99.0067	0.993305	1.00285	479859002	480295051	165287102	165437299	314571900	314857752	90.8966	98.1435	0.151111	0.151111
Populus tremula	ddPopTrem1.hap1.1	Chromosome	408644056	408621456	ddPopTrem1	2	31	98.5545	98.5695	1.43048	1.44546	473935972	474629941	186054823	186327256	287881150	288302685	88.4653	98.433	0.158924	0.158924
Populus tremula	ddPopTrem1.hap2.1	Scaffold	415454593	415441793	ddPopTrem1	2	31	98.5545	98.5695	1.43048	1.44546	473935972	474629941	186054823	186327256	287881150	288302685	88.4653	98.433	0.158924	0.158924
Porella arboris vitae	cjPorArbo1.1	Chromosome	1198616523	1198477223	cjPorArbo10	1	31					677128513	700818613	423245803	438053533	253882709	262765081	51.3983	72.8876	2.45918	2.45918
Porella arboris vitae	cjPorArbo1.1	Chromosome	1198616523	1198477223	cjPorArbo1	1	31					958416579	982704436	461511394	473206854	496905185	509497582	63.6771	90.2975	1.17852	1.17852
Porella arboris vitae	cjPorArbo1.1	Chromosome	1198616523	1198477223	cjPorArbo2	2	31	76.6694	100	0	23.3306	454947692	464313091	215227839	219658446	239719853	244654645	67.0019	85.5317	1.28953	1.28953
Potamogeton compressus	laPotComp1.hap2.1	Scaffold	295656683	295650183	laPotComp1	2	31	99.754	99.7705	0.229543	0.246045	326483967	326860361	125194190	125338523	201289776	201521838	86.3532	95.9051	0.818182	0.818182
Potamogeton compressus	laPotComp1.hap1.1	Chromosome	361976203	361967803	laPotComp1	2	31	99.754	99.7705	0.229543	0.246045	326483967	326860361	125194190	125338523	201289776	201521838	86.3532	95.9051	0.818182	0.818182
Potamogeton crispus	laPotCris1.hap1.1	Chromosome	513044622	513027922	laPotCris1	2	31	99.6056	99.625	0.375005	0.39441	594187879	595175326	253450974	253872169	340736905	341303156	85.5963	95.2251	1.1703	1.1703
Potamogeton crispus	laPotCris1.hap2.1	Scaffold	542509898	542496498	laPotCris1	2	31	99.6056	99.625	0.375005	0.39441	594187879	595175326	253450974	253872169	340736905	341303156	85.5963	95.2251	1.1703	1.1703
Potamogeton epihydrus	laPotEpih1.hap1.1	Chromosome	305319724	305292624	laPotEpih1	2	31	99.9047	99.9291	0.0708859	0.0953489	272065664	272771399	96935386	97186835	175130278	175584563	86.4363	94.1792	0.0882777	0.0882777
Potamogeton epihydrus	laPotEpih1.hap2.1	Chromosome	250148477	250120877	laPotEpih1	2	31	99.9047	99.9291	0.0708859	0.0953489	272065664	272771399	96935386	97186835	175130278	175584563	86.4363	94.1792	0.0882777	0.0882777
Potamogeton lucens	laPotLuce1.hap1.1	Chromosome	660191066	660185066	laPotLuce1	2	31	99.088	99.1071	0.892864	0.911988	629613461	630648128	302843485	303341159	326769976	327306969	82.5852	96.6117	0.247316	0.247316
Potamogeton lucens	laPotLuce1.hap2.1	Scaffold	698647336	698643336	laPotLuce1	2	31	99.088	99.1071	0.892864	0.911988	629613461	630648128	302843485	303341159	326769976	327306969	82.5852	96.6117	0.247316	0.247316
Potamogeton natans	laPotNata1.hap1.1	Chromosome	728990470	728968270	laPotNata1	2	31	99.5342	99.5518	0.448248	0.465837	645039538	645861674	325128697	325543090	319910841	320318584	85.8459	94.4466	0.406803	0.406803
Potamogeton natans	laPotNata1.hap1.2	Chromosome	728990470	728968270	laPotNata1	2	31	99.5342	99.5518	0.448248	0.465837	645039538	645861674	325128697	325543090	319910841	320318584	85.8459	94.4466	0.406803	0.406803
Potamogeton natans	laPotNata1.hap2.1	Scaffold	626828247	626809447	laPotNata1	2	31	99.5342	99.5518	0.448248	0.465837	645039538	645861674	325128697	325543090	319910841	320318584	85.8459	94.4466	0.406803	0.406803
Potamogeton natans	laPotNata1.hap2.2	Scaffold	626828247	626809447	laPotNata1	2	31	99.5342	99.5518	0.448248	0.465837	645039538	645861674	325128697	325543090	319910841	320318584	85.8459	94.4466	0.406803	0.406803
Potamogeton nodosus	laPotNodo1.hap1.1	Chromosome	693797323	693766023	laPotNodo1	2	31	99.7456	99.761	0.239013	0.254356	620576979	621311925	289550908	289893821	331026071	331418104	84.9304	96.0551	0.139527	0.139527
Potamogeton nodosus	laPotNodo1.hap2.1	Scaffold	740871916	740844116	laPotNodo1	2	31	99.7456	99.761	0.239013	0.254356	620576979	621311925	289550908	289893821	331026071	331418104	84.9304	96.0551	0.139527	0.139527
Potamogeton perfoliatus	laPotPerf1.hap1.1	Chromosome	716790311	716776211	laPotPerf1	2	31	98.6879	98.7084	1.29161	1.31214	631808624	632799596	303783728	304260203	328024896	328539392	84.0262	94.9062	0.135704	0.135704
Potamogeton perfoliatus	laPotPerf1.hap2.1	Scaffold	709468450	709454550	laPotPerf1	2	31	98.6879	98.7084	1.29161	1.31214	631808624	632799596	303783728	304260203	328024896	328539392	84.0262	94.9062	0.135704	0.135704
Potamogeton pusillus	laPotPusi1.hap1.1	Chromosome	284486300	284480300	laPotPusi1	2	31	99.3059	99.3253	0.67474	0.694062	315346621	315803620	115212089	115379054	200134532	200424566	87.5353	94.8978	1.16212	1.16212
Potamogeton pusillus	laPotPusi1.hap2.1	Scaffold	287506732	287499932	laPotPusi1	2	31	99.3059	99.3253	0.67474	0.694062	315346621	315803620	115212089	115379054	200134532	200424566	87.5353	94.8978	1.16212	1.16212
Potamogeton trichoides	laPotTric1.hap2.1	Scaffold	389155980	389148780	laPotTric1	2	31	99.48	99.5	0.499955	0.519995	354508026	355084233	146229534	146467212	208278491	208617021	82.6757	96.0161	1.23814	1.23814
Potamogeton trichoides	laPotTric1.hap1.1	Chromosome	361294105	361287705	laPotTric1	2	31	99.48	99.5	0.499955	0.519995	354508026	355084233	146229534	146467212	208278491	208617021	82.6757	96.0161	1.23814	1.23814
Potentilla anglica	drPotAngl1.hap2.1	Scaffold	1197956516	1197842287	drPotAngl1	2	31	94.557	95.5291	4.47085	5.44297	657700675	661121162	434596811	436857007	223103865	224264155	75.3252	90.543	0.168276	0.168276
Potentilla anserina	drPotAnse1.1 alternate haplotype	Scaffold	604516465	604515465	drPotAnse1	2	31	99.1693	99.2002	0.799837	0.830718	429109760	430030982	150501812	150824913	278607948	279206069	86.3264	98.1454	0.272148	0.272148
Potentilla anserina	drPotAnse1.1	Chromosome	236973942	236970542	drPotAnse1	2	31	99.1693	99.2002	0.799837	0.830718	429109760	430030982	150501812	150824913	278607948	279206069	86.3264	98.1454	0.272148	0.272148
Potentilla indica	drPotIndi1.hap1.1	Chromosome	1525095436	1524981236	drPotIndi1	2	31	92.2271	96.6312	3.3688	7.77291	761612325	765640009	458374625	460798678	303237700	304841332	65.3985	75.9219	0.175089	0.175089
Potentilla indica	drPotIndi1.hap2.1	Scaffold	1436576254	1436483454	drPotIndi1	2	31	92.2271	96.6312	3.3688	7.77291	761612325	765640009	458374625	460798678	303237700	304841332	65.3985	75.9219	0.175089	0.175089
Potentilla sterilis	drPotSter1.1 alternate haplotype	Scaffold	172372255	172372055	drPotSter1	2	31	94.3926	95.1044	4.89562	5.60736	376614313	378723472	237473477	238803403	139140836	139920068	69.018	92.4727	0.200561	0.200561
Potentilla sterilis	drPotSter1.1	Chromosome	744311127	744204527	drPotSter1	2	31	94.3926	95.1044	4.89562	5.60736	376614313	378723472	237473477	238803403	139140836	139920068	69.018	92.4727	0.200561	0.200561
Primula scotica	ddPriScot1.hap1.1	Chromosome	3144641310	3143751510	ddPriScot1	2	31	95.3283	96.5406	3.45939	4.67174	1009093921	1129617636	768338895	860107417	240755026	269510219	53.7524	84.185	0.744281	0.744281
Primula scotica	ddPriScot1.hap2.1	Chromosome	2627377735	2626716335	ddPriScot1	2	31	95.3283	96.5406	3.45939	4.67174	1009093921	1129617636	768338895	860107417	240755026	269510219	53.7524	84.185	0.744281	0.744281
Primula veris	ddPriVeri1.1 alternate haplotype	Contig	372754072	372754072	ddPriVeri1	2	31	99.5557	99.5932	0.406849	0.444335	510476371	511653320	247015311	247584827	263461060	264068493	82.1458	97.9517	0.14706	0.14706
Primula veris	ddPriVeri1.1	Chromosome	436168066	436128466	ddPriVeri1	2	31	99.5557	99.5932	0.406849	0.444335	510476371	511653320	247015311	247584827	263461060	264068493	82.1458	97.9517	0.14706	0.14706
Primula vulgaris	ddPriVulg1.1 alternate haplotype	Contig	454121997	454121997	ddPriVulg1	2	31	99.3634	99.4086	0.59144	0.636645	465521928	467771652	208208517	209214724	257313412	258556928	81.6973	97.3744	0.145486	0.145486
Primula vulgaris	ddPriVulg1.1	Chromosome	417752201	417676001	ddPriVulg1	2	31	99.3634	99.4086	0.59144	0.636645	465521928	467771652	208208517	209214724	257313412	258556928	81.6973	97.3744	0.145486	0.145486
Prunella vulgaris	daPruVulg3.hap1.1	Chromosome	577508625	577451225	daPruVulg3	2	31	99.8223	99.8516	0.14842	0.177676	622602502	623991195	299810277	300478994	322792224	323512201	75.8762	95.1177	0.0739677	0.0739677
